tot CaCO3Powder mass (g),>212-212 µm CaCO3Powder mass (g),212-150 µm CaCO3Powder mass (g),150-125 µm CaCO3Powder mass (g),125-63 µm CaCO3Powder mass (g),63-<63 µm CaCO3Powder mass (g),tot CaCO3Pellet _mass_(g) ,<-710 µmPellet _mass_(g) ,710-600 µmPellet _mass_(g) ,600-500 µmPellet _mass_(g) ,500-425 µmPellet _mass_(g) ,425-355 µmPellet _mass_(g) ,355-300 µmPellet _mass_(g) ,300-250 µmPellet _mass_(g) ,250-212 µmPellet _mass_(g) ,212-150 µmPellet _mass_(g) ,150-63 µmPellet _mass_(g) ,63-> µmPellet _mass_(g) ,tot HBr_CaC03_mass_(g) ,<-710 µmHBr_CaC03_mass_(g) ,710-600 µmHBr_CaC03_mass_(g) ,600-500 µmHBr_CaC03_mass_(g) ,500-425 µmHBr_CaC03_mass_(g) ,425-355 µmHBr_CaC03_mass_(g) ,355-300 µmHBr_CaC03_mass_(g) ,300-250 µmHBr_CaC03_mass_(g) ,250-212 µmHBr_CaC03_mass_(g) ,212-150 µmHBr_CaC03_mass_(g) ,150-63 µmHBr_CaC03_mass_(g) ,63-> µmHBr_CaC03_mass_(g) ,Calciner temp [°C],Calciner Heater kW,Calciner Pressure ( Pa ),Calciner  velocity (m/s),Calciner CO2 in(%vol),Calciner O2 in(%vol),Calciner N2 in(%vol),Calciner top temp ( °C ),Calcinator CO2 out(%),Calcinator CO out(ppm),Calcinator CH4 out(ppm),Calcinator O2 out(%),Carbonator bottom temp ( C),Carbonator mid temp ( C),Carbonator press (pa),Carbonator velocity (m/s),Carbonator inlet CO2 (%vol),Carbonator inlet N2 (%vol),Carbonator top temp ( C),Carbonator outlet CO2 (%vol)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,873.83,16,2840,0.32,0,100,0,831.175,31.7595485,0.158620825,0.287988135,8.33190825,650.52,657.81,5869.5,2.5,15,85,656.945,3.198668075
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,877.14,16,2755,0.32,0,100,0,833.355,34.024036,0.08826781,0.29560688,8.4981492,648.575,655.805,6087.5,2.5,15,85,655.62,2.965995305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,879.59,16,2704.5,0.32,0,100,0,844.19,36.862712,0.10078029,0.23978694,8.376314,646.745,654.565,6184,2.5,15,85,654.655,3.851922535
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,882.97,16,2663.5,0.32,0,100,0,850.345,38.45065,0.15807233,0.256822825,6.89129115,648.56,654.865,6193.5,2.5,15,85,654.905,3.988149765
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,891.17,16,2647.5,0.32,0,100,0,849.69,38.446953,0.26071161,0.23653809,5.339336,648.205,654.945,6179,2.5,15,85,655.07,3.874476995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,901.56,16,2670.5,0.32,0,100,0,853.34,37.826149,0.33107212,0.23043649,4.9470811,647.4,654.385,6080,2.5,15,85,654.835,4.058304225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,911.56,16,2693.5,0.32,0,100,0,850.16,36.300715,0.397044105,0.198917325,4.68017435,646.5,654.46,5996.5,2.5,15,85,654.845,4.099331455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,923.41,16,2710.5,0.32,0,100,0,850.165,34.85111,0.40886276,0.19355855,4.7033682,645.645,653.64,5937,2.5,15,85,654.3,4.247458685
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,929.26,16,2705,0.32,0,100,0,848.75,33.669619,0.39254664,0.112046415,4.64883465,646.8,654.985,5956,2.5,15,85,655.16,4.264685915
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,930.47,16,2712.5,0.32,0,100,0,852.55,32.703094,0.37876587,0.087923219,4.6515158,648.63,656.815,5951,2.5,15,85,656.505,3.865413146
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,929.17,16,2737.5,0.32,0,100,0,855.175,32.635744,0.3784849,0.13574421,4.7551247,650.2,657.705,5881.5,2.5,15,85,657.385,3.739840376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,932.76,16,2763,0.32,0,100,0,849.97,33.2903045,0.372343665,0.21030757,4.8198747,651.845,658.41,5809,2.5,15,85,657.965,3.614267606
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.32,16,2779.5,0.32,0,100,0,855.23,33.592973,0.35121321,0.23133933,5.0140296,652.085,659.63,5780,2.5,15,85,659.11,3.738594836
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.94,16,2791,0.32,0,100,0,855.535,33.62216,0.32828012,0.23088632,5.04885755,653.89,660.43,5698,2.5,15,85,659.79,3.577322066
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.05,16,2792.5,0.32,0,100,0,854.83,33.406959,0.32170189,0.19022377,5.0502196,655.525,661.665,5725.5,2.5,15,85,661.005,3.558849296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.88,16,2758.5,0.32,0,100,0,857.205,33.117724,0.31991554,0.15083041,4.9778283,658.9,664.215,5723.5,2.5,15,85,663.18,3.290476526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,937.63,16,2774.5,0.32,0,100,0,859.28,32.908933,0.32807862,0.152916905,4.88727605,658.53,664.31,5695,2.5,15,85,663.44,3.045903756
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,938.26,16,2807.5,0.32,0,100,0,860.34,32.833452,0.33304922,0.15461405,5.0613879,658.76,664.75,5631.5,2.5,15,85,663.89,3.324930986
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,938.75,16,2809.5,0.32,0,100,0,859.13,32.941858,0.32489887,0.19298953,5.0084853,660.235,666,5577.5,2.5,15,85,664.89,3.413558216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.56,16,2813.5,0.32,0,100,0,862.795,33.0760385,0.31564618,0.27366531,5.0669724,662.295,667.495,5573.5,2.5,15,85,666.335,3.311785446
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,938.2,16,2815,0.32,0,100,0,860.75,32.998005,0.31502851,0.27585571,5.0084853,661.905,667.725,5530.5,2.5,15,85,666.595,3.245712676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,937.03,16,2824.5,0.32,0,100,0,859.51,32.849708,0.30487853,0.21699533,4.9832873,663.305,669.34,5520.5,2.5,15,85,668.335,3.298639906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.33,16,2808,0.32,0,100,0,858.645,32.769757,0.29564,0.2003578,4.9325143,665.29,671.025,5531,2.5,15,85,669.58,3.161167136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,937.81,16,2803,0.32,0,100,0,862.195,32.681265,0.28891745,0.26823951,5.0222977,667.05,671.195,5546.5,2.5,15,85,669.81,3.071294366
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.76,16,2824.5,0.32,0,100,0,860.805,32.465343,0.285746045,0.221755385,5.1073228,666.63,672.39,5513.5,2.5,15,85,671.205,3.171821596
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.64,16,2825,0.32,0,100,0,862.135,32.794132,0.28149035,0.1158858,5.0558039,666.955,672.735,5490,2.5,15,85,671.62,3.177148826
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,937.98,16,2816,0.32,0,100,0,865.71,32.817367,0.27543951,0.20621736,5.17013,668.21,673.775,5499,2.5,15,85,672.415,3.194376056
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,937.23,16,2837.5,0.32,0,100,0,866.77,32.2946325,0.270531745,0.22104879,5.1016497,668.65,673.655,5475.5,2.5,15,85,672.645,3.235403286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.33,16,2833,0.32,0,100,0,863.17,32.047683,0.27497786,0.27057686,5.2425694,669.46,675.255,5458.5,2.5,15,85,673.84,3.324030516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.04,16,2841.5,0.32,0,100,0,867.92,32.195549,0.27711439,0.279715305,5.2216963,669.91,676.115,5439.5,2.5,15,85,674.785,3.257957746
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.43,16,2847,0.32,0,100,0,863.245,32.357671,0.27324957,0.15671059,5.1833784,670.71,676.51,5413.5,2.5,15,85,675.53,3.251384977
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.09,16,2824,0.32,0,100,0,865.025,32.311723,0.27396019,0.14739076,5.1225652,673.455,677.65,5449.5,2.5,15,85,676.445,3.280512207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.88,16,2846.5,0.32,0,100,0,866.795,32.02862,0.26955933,0.250431035,5.14632775,670.56,677.8,5386,2.5,15,85,676.77,3.273939437
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.93,16,2871,0.32,0,100,0,868.35,31.940772,0.26840057,0.22272555,5.2425694,671.18,678.08,5341.5,2.5,15,85,677.065,3.338766667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.62,16,2857,0.32,0,100,0,869.48,31.916271,0.262669695,0.172720465,5.3659042,671.53,678.655,5355.5,2.5,15,85,677.69,3.415493897
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.71,16,2817.5,0.32,0,100,0,865.695,31.865743,0.25523761,0.31918989,5.2599225,674.785,680.775,5408,2.5,15,85,679.515,3.397021127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.29,16,2847.5,0.32,0,100,0,864.745,31.919313,0.25752265,0.27612003,5.1145202,673.105,680.17,5361.5,2.5,15,85,679.185,3.342848357
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.39,16,2871.5,0.32,0,100,0,867.13,31.7210015,0.25779692,0.15880422,5.33259015,672.93,680.22,5341.5,2.5,15,85,679.15,3.419575587
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.87,16,2849,0.32,0,100,0,865.415,31.167825,0.24924374,0.23706431,5.2680504,675.135,681.72,5347,2.5,15,85,680.39,3.472502817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.25,16,2873,0.32,0,100,0,868.105,31.2799315,0.249868545,0.21397294,5.3717825,674.1,681.65,5311,2.5,15,85,680.275,3.465930047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,933.88,16,2841,0.32,0,100,0,866.55,31.423782,0.24934963,0.28462508,5.4174867,676.35,683.565,5341,2.5,15,85,682.205,3.471257277
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,933.82,16,2853.5,0.32,0,100,0,866.14,31.36288,0.25202311,0.3624235,5.26358255,675.725,683.36,5318,2.5,15,85,681.75,3.500384507
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.36,16,2872,0.32,0,100,0,864.64,31.227351,0.25146734,0.30803024,5.4051452,675.945,683.505,5311,2.5,15,85,681.97,3.470011737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,933.35,16,2885,0.32,0,100,0,864.79,30.998871,0.24397523,0.27402404,5.4174513,675.555,683.44,5238.5,2.5,15,85,681.83,3.511038967
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.33,16,2885.5,0.32,0,100,0,868.805,30.9774145,0.237010195,0.21540271,5.4505794,675.465,683.76,5245,2.5,15,85,682.1,3.540166197
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,933.76,16,2867.5,0.32,0,100,0,869.33,31.101836,0.23722939,0.18623081,5.4776887,676.34,684.495,5236,2.5,15,85,682.87,3.545493427
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,931.93,16,2908,0.32,0,100,0,863.935,31.1300905,0.244559215,0.28595817,5.42345175,671.51,682.57,5155,2.5,15,85,680.985,3.634120657
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.39,16,2892,0.32,0,100,0,869.035,30.898872,0.23721267,0.31747681,5.5501882,674.105,684.11,5162,2.5,15,85,682.32,3.603747887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,933.2,16,2874.5,0.32,0,100,0,865.665,30.846328,0.23071612,0.31150779,5.7375411,672.04,683.63,5181,2.5,15,85,681.6,3.692375117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.3,16,2890.5,0.32,0,100,0,872.21,30.9091605,0.225441055,0.169024765,5.60998625,670.26,683.095,5147,2.5,15,85,681.36,3.626302347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.08,16,2871.5,0.32,0,100,0,868.65,30.681107,0.22831654,0.12816395,5.4776887,670.425,683.135,5180,2.5,15,85,681.035,3.643529577
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.36,16,2891.5,0.32,0,100,0,864.12,30.4377295,0.234274035,0.09978103,5.39676395,669.375,682.4,5151.5,2.5,15,85,680.49,3.684556808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.57,16,2906,0.32,0,100,0,867.725,30.5276,0.23449151,0.1273609,5.4294542,670.36,682.75,5127.5,2.5,15,85,680.48,3.677984038
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.47,16,2885.5,0.32,0,100,0,866.19,30.7667,0.23390432,0.21336065,5.6040921,670.09,683.415,5160,2.5,15,85,681.405,3.707111268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.58,16,2868.5,0.32,0,100,0,867.095,30.7902695,0.23466029,0.217268695,5.6100944,673.055,683.87,5172,2.5,15,85,681.875,3.783838498
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.64,16,2877.5,0.32,0,100,0,866.92,30.789509,0.23199458,0.16445433,5.4354383,669.585,683.155,5151.5,2.5,15,85,681.065,3.777265728
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,938.4,16,2871,0.32,0,100,0,867.525,30.5359125,0.22710833,0.17762496,5.67612255,672.35,683.605,5177,2.5,15,85,681.705,3.818292958
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.32,16,2887.5,0.32,0,100,0,865.24,30.385385,0.2306594,0.23107177,5.6588524,672.805,683.565,5157,2.5,15,85,681.54,3.871220188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.16,16,2902.5,0.32,0,100,0,860.455,30.722416,0.22894377,0.24272945,5.6588524,673.33,684.01,5141,2.5,15,85,681.84,3.947947418
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,934.98,16,2922,0.32,0,100,0,864.99,30.7385555,0.202606205,0.17457858,6.03313005,671.11,683.43,5124,2.5,15,85,681.415,3.965174648
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.85,16,2896,0.32,0,100,0,865.825,30.687744,0.17055392,0.22979265,6.2161132,672.89,684.21,5150,2.5,15,85,681.95,4.041901878
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.89,16,2927.5,0.32,0,100,0,868.21,30.677113,0.1660193,0.29921013,6.0497644,670.48,683.135,5118.5,2.5,15,85,681.34,4.130529108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,938.5,16,2896,0.32,0,100,0,870.635,30.821214,0.193869415,0.33680351,5.22014815,673.68,684.68,5149.5,2.5,15,85,682.515,4.231056338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,937.43,16,2904,0.32,0,100,0,869.465,30.83189,0.27990791,0.25074345,4.8072642,671.29,684.44,5109,2.5,15,85,682.35,4.379183568
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,938.01,16,2913.5,0.32,0,100,0,869.655,30.619189,0.309679965,0.325895355,5.13123425,669.795,683.855,5108,2.5,15,85,681.915,4.408310798
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,928.66,16,3149.5,0.32,0,100,0,864.985,30.304174,0.27745541,0.34981904,5.4234701,670.42,684.275,5329.5,2.5,15,85,682.015,4.449338028
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,866.96,16,2847.5,0.32,0,100,0,870.505,30.237137,0.2692747,0.1766506,5.8204693,669.72,683.275,6088,2.5,15,85,680.555,4.526065258
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,879.79,16,2750.5,0.32,0,100,0,880.25,32.922467,0.31751265,0.182677185,5.56794,663.73,679.52,6251,2.5,15,85,677.51,4.352892488
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,883.82,16,2756,0.32,0,100,0,875.705,35.83139,0.39462887,0.12362503,5.4896897,656.035,675.55,6201.5,2.5,15,85,674.53,4.084519718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,887.88,16,2752,0.32,0,100,0,877.59,36.146106,0.414372945,0.14168258,5.27294735,654.075,673.44,6110,2.5,15,85,672.855,4.292146948
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,896.1,16,2741.5,0.32,0,100,0,874.44,35.37157,0.39278843,0.17366942,5.2599225,652.53,672.19,6072.5,2.5,15,85,671.535,4.773474178
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,909.83,16,2806.5,0.32,0,100,0,877.835,34.452418,0.37389759,0.18103133,5.2178443,649.105,669.79,5962.5,2.5,15,85,669.59,4.743101408
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,917.92,16,2799.5,0.32,0,100,0,873.875,33.0238215,0.352973285,0.20656095,5.30566355,651.54,670.02,5958.5,2.5,15,85,669.4,5.057828638
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,925.05,16,2823.5,0.32,0,100,0,873.5,32.261684,0.33259171,0.18426676,5.471665,648.92,669.305,5908,2.5,15,85,668.83,5.027455869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,930.4,16,2798,0.32,0,100,0,873.12,32.093195,0.3229951,0.21830406,5.387313,651.295,670.155,5862,2.5,15,85,669.305,5.104183099
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619,0,0,0,0,1601.355121,6366.363041,4346.863541,186.0972235,39.05744197,34.46244879,40.20619026,933.6,16,2799,0.32,0,100,0,877.31,32.123353,0.323139445,0.18444502,5.36592115,652.35,670.05,5846.5,2.5,15,85,669.295,5.085710329
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13333,0,0,0,0,1691.961948,6726.580428,4592.814929,196.6268548,41.26736459,36.41238052,42.48111061,937.13,16,2955,0.32,0,100,0,867.73,31.838778,0.33464683,0.1612172,5.2063553,649.88,669.06,5762,2.5,15,85,668.51,4.864937559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13333,0,0,0,0,1691.961948,6726.580428,4592.814929,196.6268548,41.26736459,36.41238052,42.48111061,898.14,16,2914,0.32,0,100,0,875.11,31.3535355,0.33639296,0.18463195,5.5888457,656.22,671.885,6342.5,2.5,15,85,670.415,5.096364789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13333,0,0,0,0,1691.961948,6726.580428,4592.814929,196.6268548,41.26736459,36.41238052,42.48111061,875.54,16,2772,0.32,0,100,0,886.35,33.168339,0.36368788,0.14565071,5.8268914,653.35,670.21,6693,2.5,15,85,668.995,4.923192019
